"scientificName","n","dataFrom"
"Euglossa obrima Hinojosa-Díaz, Melo and Engel, 2011",40,"points"
"Euglossa obtusa Dressler, 1978",37,"points"
"Euglossa occidentalis Roubik, 2004",28,"points"
"Euglossa oleolucens Dressler, 1978",94,"points"
"Euglossa orellana Roubik, 2004",923,"points"
"Euglossa paisa Ramírez, 2005",4,"points"
"Euglossa parvula Dressler, 1982",73,"points"
"Euglossa pepei Nemésio and Engel, 2012",1,"points"
"Euglossa perfulgens Moure, 1967",3,"points"
"Euglossa perpulchra Moure and Schlindwein, 2002",2,"points"
"Euglossa perviridis Dressler, 1985",7,"points"
"Euglossa pictipennis Moure, 1943",1,"points"
"Euglossa piliventris Guérin-Méneville, 1845",104,"points"
"Euglossa platymera Dressler, 1982",21,"points"
"Euglossa pleosticta Dressler, 1982",128,"points"
"Euglossa polita Ducke, 1902",6,"points"
"Euglossa prasina Dressler, 1982",82,"points"
"Euglossa purpurea Friese, 1899",689,"points"
"Euglossa retroviridis Dressler, 1982",41,"points"
"Euglossa roderici Nemésio, 2009",13,"points"
"Euglossa rufipes Rasmussen and Skov, 2006",8,"points"
"Euglossa rugilabris Moure, 1967",12,"points"
"Euglossa samperi Ramírez, 2006",9,"points"
"Euglossa sapphirina Moure, 1968",918,"points"
"Euglossa securigera Dressler, 1982",167,"points"
"Euglossa singularis Mocsáry, 1899",10,"points"
"Euglossa sovietica Nemésio, 2007",1,"points"
"Euglossa stellfeldi Moure, 1947",34,"points"
"Euglossa stilbonota Dressler, 1982",620,"points"
"Euglossa subandina Hinojosa-Díaz and Engel, 2014",5,"points"
"Euglossa tiputini Roubik, 2004",2,"points"
"Euglossa townsendi Cockerell, 1904",440,"points"
"Euglossa tridentata Moure, 1970",2397,"points"
"Euglossa trinotata Dressler, 1982",5,"points"
"Euglossa truncata Rebêlo and Moure, 1995",144,"points"
"Euglossa turbinifex Dressler, 1978",40,"points"
"Euglossa variabilis Friese, 1899",1018,"points"
"Euglossa villosa Moure, 1968",40,"points"
"Euglossa villosiventris Moure, 1968",105,"points"
"Euglossa viridifrons Dressler, 1982",101,"points"
"Euglossa viridis (Perty, 1833)",134,"points"
"Euglossa viridissima Friese, 1899",2871,"points"
"Euglossa williamsi Hinojosa-Díaz and Engel, 2011",3,"points"
"Euherbstia excellens Friese, 1925",94,"points"
"Eulaema atleticana Nemésio, 2009",668,"points"
"Eulaema basicincta Moure, 2003",6,"points"
"Eulaema bennetti Moure, 1967",10,"points"
"Eulaema boliviensis Friese, 1898",9,"points"
"Eulaema bombiformis (Packard, 1869)",1656,"points"
"Eulaema bomboides (Friese, 1923)",4,"points"
"Eulaema chocoana Ospina-Torres and Sandino-Franco, 1997",4,"points"
"Eulaema cingulata (Fabricius, 1804)",3116,"points"
"Eulaema flavescens (Friese, 1899)",509,"points"
"Eulaema helvola Moure, 2003",2,"points"
"Eulaema leucopyga Friese, 1898",33,"points"
"Eulaema luteola Moure, 1967",81,"points"
"Eulaema meriana (Olivier, 1789)",4100,"points"
"Eulaema mocsaryi (Friese, 1899)",733,"points"
"Eulaema nigrita Lepeletier, 1841",5092,"points"
"Eulaema niveofasciata (Friese, 1899)",4,"points"
"Eulaema parapolyzona M. L. Oliveira, 2006",5,"points"
"Eulaema peruviana (Friese, 1903)",227,"points"
"Eulaema polychroma (Mocsáry, 1899)",1777,"points"
"Eulaema polyzona (Mocsáry, 1897)",51,"points"
"Eulaema pseudocingulata Oliveira, 2006",453,"points"
"Eulaema seabrai Moure, 1960",23,"points"
"Eulaema sororia Dressler and Ospina-Torres, 1997",8,"points"
"Eulaema speciosa (Mocsáry, 1897)",149,"points"
"Eulaema tenuifasciata (Friese, 1925)",39,"points"
"Eulaema terminata (Smith, 1874)",6,"points"
"Eulonchopria gaullei (Vachal, 1909)",5,"points"
"Eulonchopria oaxacana Michener, 1963",26,"points"
"Eulonchopria psaenythioides Brèthes, 1909",18,"points"
"Eulonchopria punctatissima Michener, 1963",44,"points"
"Eulonchopria simplicicrus (Michener, 1989)",5,"points"
"Eupetersia angavokely Pauly and Brooks, 2001",4,"points"
"Eupetersia arnoldi Blüthgen, 1928",3,"points"
"Eupetersia atra Pauly and Brooks, 2001",2,"points"
"Eupetersia atrocoerulea Pauly and Brooks, 2001",3,"points"
"Eupetersia avontuurensis Kuhlmann, 2013",1,"points"
"Eupetersia bequaerti (Meyer, 1926)",1,"points"
"Eupetersia coerulea Blüthgen, 1928",2,"points"
"Eupetersia constricta (Benoist, 1962)",3,"points"
"Eupetersia emini Blüthgen, 1928",3,"points"
"Eupetersia guillarmodi Michener, 1978",8,"points"
"Eupetersia lettowvorbecki Blüthgen, 1928",1,"points"
"Eupetersia malayensis (Blüthgen, 1927)",1,"points"
"Eupetersia nathani Baker, 1974",1,"points"
"Eupetersia neavei Blüthgen, 1928",1,"points"
"Eupetersia paradoxa Blüthgen, 1928",5,"points"
"Eupetersia picea Blüthgen, 1936",3,"points"
"Eupetersia plumosa Pauly, 1981",1,"points"
"Eupetersia reticulata (Benoist, 1962)",3,"points"
"Eupetersia ruficrus Blüthgen, 1936",7,"points"
"Eupetersia sakalava Blüthgen, 1936",22,"points"
"Eupetersia scotti (Cockerell, 1912)",2,"points"
"Eupetersia seyrigi Blüthgen, 1936",10,"points"
"Eupetersia subcoerulea Pauly, 1981",1,"points"
"Eupetersia wissmanni Blüthgen, 1928",1,"points"
"Eupetersia yanegai Pauly, 2012",1,"points"
"Euryglossa acantha (Exley, 2004)",508,"points"
"Euryglossa adelaidae Cockerell, 1905",436,"points"
"Euryglossa albiceris Exley, 1974",25,"points"
"Euryglossa alincia Exley, 1976",1,"points"
"Euryglossa allunga (Exley, 2001)",40,"points"
"Euryglossa altitudinis Cockerell, 1914",26,"points"
"Euryglossa angelesi Exley, 1976",9,"points"
"Euryglossa anthracocephala Cockerell, 1914",2,"points"
"Euryglossa atra Exley, 1998",13,"points"
"Euryglossa aurantifera Cockerell, 1912",22,"points"
"Euryglossa aurata Exley, 1998",32,"points"
"Euryglossa aureophila Houston, 1992",71,"points"
"Euryglossa aureopicta Cockerell, 1929",121,"points"
"Euryglossa aureopilosa Rayment, 1935",23,"points"
"Euryglossa australis Michener, 1965",16,"points"
"Euryglossa balladonia Exley, 1998",13,"points"
"Euryglossa banksia (Exley, 2001)",42,"points"
"Euryglossa bronzus (Exley, 2001)",87,"points"
"Euryglossa calaina Exley, 1976",59,"points"
"Euryglossa calliopsella Cockerell, 1910",152,"points"
"Euryglossa calliopsiformis Cockerell, 1905",746,"points"
"Euryglossa campbelli Cockerell, 1929",17,"points"
"Euryglossa capitata Exley, 1976",35,"points"
"Euryglossa chlora Exley, 1974",30,"points"
"Euryglossa collaris (Exley, 2004)",2,"points"
"Euryglossa coolgardensis Exley, 1974",10,"points"
"Euryglossa coppinensis Exley, 1998",29,"points"
"Euryglossa crabronica Cockerell, 1914",28,"points"
"Euryglossa cuneifolia Exley, 1998",11,"points"
"Euryglossa cupreochalybea Smith, 1853",61,"points"
"Euryglossa depressa Smith, 1853",71,"points"
"Euryglossa dolichocephala Rayment, 1953",20,"points"
"Euryglossa dongara (Exley, 2001)",29,"points"
"Euryglossa edwardsii Cockerell, 1907",142,"points"
"Euryglossa ephippiata Smith, 1862",1028,"points"
"Euryglossa eustonensis Exley, 1974",20,"points"
"Euryglossa euxantha Perkins, 1912",28,"points"
"Euryglossa evansi (Exley, 2002)",135,"points"
"Euryglossa fasciatella Cockerell, 1907",27,"points"
"Euryglossa filicis Cockerell, 1926",3,"points"
"Euryglossa flava Exley, 1974",20,"points"
"Euryglossa flavocuneata Cockerell, 1915",1,"points"
"Euryglossa flavopicta Smith, 1879",305,"points"
"Euryglossa frenchii Cockerell, 1910",37,"points"
"Euryglossa geminata Cockerell, 1911",49,"points"
"Euryglossa glabra Exley, 1976",53,"points"
"Euryglossa goodeniae Cockerell, 1926",21,"points"
"Euryglossa granitica Exley, 1998",30,"points"
"Euryglossa haematura Cockerell, 1911",15,"points"
"Euryglossa halictina Cockerell, 1920",77,"points"
"Euryglossa hardyi Exley, 1976",10,"points"
"Euryglossa hemichlora Cockerell, 1914",2,"points"
"Euryglossa hemixantha Cockerell, 1914",2,"points"
"Euryglossa homora Exley, 1976",8,"points"
"Euryglossa hyphesmoides Michener, 1965",15,"points"
"Euryglossa inconspicua Cockerell, 1913",66,"points"
"Euryglossa jucunda Smith, 1879",5,"points"
"Euryglossa karratha Exley, 1974",1,"points"
"Euryglossa lacteipennis Michener, 1965",2,"points"
"Euryglossa laevigata (Smith, 1879)",77,"points"
"Euryglossa latissima Cockerell, 1914",145,"points"
"Euryglossa leonora Exley, 1998",50,"points"
"Euryglossa limata Exley, 1976",4,"points"
"Euryglossa lobata (Exley, 2001)",21,"points"
"Euryglossa loorea (Exley, 2004)",4,"points"
"Euryglossa lucida Exley, 1974",36,"points"
"Euryglossa lucida_homonym (Exley, 2002)",39,"points"
"Euryglossa lutea Rayment, 1934",4,"points"
"Euryglossa macrayae Exley, 1998",116,"points"
"Euryglossa maculifera Michener, 1965",25,"points"
"Euryglossa matthewsi Exley, 1974",153,"points"
"Euryglossa maura Cockerell, 1927",4,"points"
"Euryglossa meeka Exley, 1998",36,"points"
"Euryglossa megachlora Exley, 1974",15,"points"
"Euryglossa melanosoma Cockerell, 1914",1,"points"
"Euryglossa millstreamensis Exley, 1976",4,"points"
"Euryglossa morrisoni Houston, 1992",184,"points"
"Euryglossa myrrhina Exley, 1976",24,"points"
"Euryglossa nalbarra Exley, 1998",155,"points"
"Euryglossa neglectula Cockerell, 1905",97,"points"
"Euryglossa newmanensis Exley, 1998",36,"points"
"Euryglossa nigripicta Exley, 1974",66,"points"
"Euryglossa nigrocaerulea Cockerell, 1913",159,"points"
"Euryglossa nitidifrons Smith, 1879",53,"points"
"Euryglossa noosae Exley, 1976",25,"points"
"Euryglossa occidentalis Exley, 1974",19,"points"
"Euryglossa ornatula Cockerell, 1929",96,"points"
"Euryglossa palpalis Michener, 1965",30,"points"
"Euryglossa pammicta Exley, 1976",28,"points"
"Euryglossa pantoni Exley, 1998",83,"points"
"Euryglossa pavonura Cockerell, 1910",14,"points"
"Euryglossa pedalis Exley, 1974",44,"points"
"Euryglossa perditiformis Cockerell, 1910",1,"points"
"Euryglossa perkinsi Michener, 1965",3,"points"
"Euryglossa pernana Cockerell, 1905",1,"points"
"Euryglossa picta (Smith, 1854)",1,"points"
"Euryglossa platyrhina Cockerell, 1915",7,"points"
"Euryglossa politifrons Cockerell, 1922",71,"points"
"Euryglossa quadrimaculata Smith, 1879",25,"points"
"Euryglossa queenslandensis Exley, 1974",35,"points"
"Euryglossa rainbowi Cockerell, 1929",2,"points"
"Euryglossa recta Exley, 1974",15,"points"
"Euryglossa rhodochlora Cockerell, 1914",29,"points"
"Euryglossa ridens Cockerell, 1913",14,"points"
"Euryglossa rieki Exley, 1974",12,"points"
"Euryglossa rubricata Smith, 1879",216,"points"
"Euryglossa salaris Cockerell, 1910",52,"points"
"Euryglossa schomburgki Cockerell, 1910",63,"points"
"Euryglossa scoparia Exley, 1998",49,"points"
"Euryglossa semaphore Houston, 1992",105,"points"
"Euryglossa serrata Cockerell, 1927",4,"points"
"Euryglossa setula Exley, 1974",29,"points"
"Euryglossa sinapipes Cockerell, 1910",176,"points"
"Euryglossa skermani Exley, 1974",44,"points"
"Euryglossa spinola (Exley, 2001)",124,"points"
"Euryglossa splendens Exley, 1974",45,"points"
"Euryglossa stria (Exley, 2008)",106,"points"
"Euryglossa sturtiensis Exley, 1998",251,"points"
"Euryglossa subfusa Cockerell, 1910",5,"points"
"Euryglossa subinconspicua Rayment, 1934",8,"points"
"Euryglossa subsericea Cockerell, 1905",200,"points"
"Euryglossa sulphurea Michener, 1965",49,"points"
"Euryglossa sybilae (Exley, 2001)",183,"points"
"Euryglossa symmetra Exley, 1998",12,"points"
"Euryglossa tasmanica Cockerell, 1918",7,"points"
"Euryglossa terminata Smith, 1853",14,"points"
"Euryglossa thala (Exley, 2002)",7,"points"
"Euryglossa tibialis Cardale, 1993",16,"points"
"Euryglossa tolgae Exley, 1976",31,"points"
"Euryglossa townsvillensis Exley, 1974",14,"points"
"Euryglossa trichoda Exley, 1976",25,"points"
"Euryglossa tuberculata Rayment, 1939",1,"points"
"Euryglossa tuberculipes Michener, 1965",1,"points"
"Euryglossa tubulifera Houston, 1983",188,"points"
"Euryglossa undeneya (Exley, 2002)",14,"points"
"Euryglossa undulata Cockerell, 1914",22,"points"
"Euryglossa victoriae Cockerell, 1910",14,"points"
"Euryglossa viridescens (Exley, 2001)",32,"points"
"Euryglossa wahlenbergiae Michener, 1965",163,"points"
"Euryglossa walkeri Exley, 1998",37,"points"
"Euryglossa walkeriana Cockerell, 1905",41,"points"
"Euryglossa wiluna Exley, 1998",32,"points"
"Euryglossa wowine (Exley, 2002)",53,"points"
"Euryglossa xana (Exley, 2001)",2,"points"
"Euryglossa yeatesi (Exley, 2002)",7,"points"
"Euryglossa yellowdinensis Exley, 1998",36,"points"
"Euryglossina angulifacies Exley, 1968",101,"points"
"Euryglossina argocephala Exley, 1968",97,"points"
"Euryglossina atomaria (Cockerell, 1914)",106,"points"
"Euryglossina atra Exley, 1968",122,"points"
"Euryglossina aurantia Exley, 1969",49,"points"
"Euryglossina bowenensis Exley, 1968",6,"points"
"Euryglossina cardaleae (Exley, 1968)",240,"points"
"Euryglossina clypearis Exley, 1976",59,"points"
"Euryglossina cockerelli Perkins, 1912",133,"points"
"Euryglossina cornuta (Cockerell, 1929)",31,"points"
"Euryglossina crococephala Exley, 1968",27,"points"
"Euryglossina darwiniensis (Exley, 1974)",9,"points"
"Euryglossina doddi (Perkins, 1912)",14,"points"
"Euryglossina doddi_homonym (Exley, 1968)",38,"points"
"Euryglossina douglasi Exley, 1968",65,"points"
"Euryglossina flaviventris Cockerell, 1916",195,"points"
"Euryglossina flavolateralis Michener, 1965",30,"points"
"Euryglossina fuscescens Cockerell, 1929",1150,"points"
"Euryglossina gigantica (Exley, 1974)",16,"points"
"Euryglossina gigantocephala Exley, 1968",40,"points"
"Euryglossina gilberti (Cockerell, 1910)",188,"points"
"Euryglossina glauerti (Rayment, 1934)",48,"points"
"Euryglossina glenmorganensis Exley, 1968",2,"points"
"Euryglossina globuliceps (Cockerell, 1918)",104,"points"
"Euryglossina gracilis Exley, 1968",17,"points"
"Euryglossina grandigena Exley, 1968",2,"points"
"Euryglossina haemodonta Exley, 1969",38,"points"
"Euryglossina healesvillensis Exley, 1968",49,"points"
"Euryglossina hypochroma Cockerell, 1916",892,"points"
"Euryglossina incompleta (Exley, 1974)",1,"points"
"Euryglossina intermedia Michener, 1965",365,"points"
"Euryglossina kellyi Exley, 1968",6,"points"
"Euryglossina leucognatha (Exley, 1974)",117,"points"
"Euryglossina leyburnensis Exley, 1983",93,"points"
"Euryglossina lobiocula Exley, 1968",3,"points"
"Euryglossina lynettae (Rayment, 1955)",2,"points"
"Euryglossina macrostoma (Cockerell, 1929)",15,"points"
"Euryglossina megalocephala Exley, 1968",1,"points"
"Euryglossina melanocephala Exley, 1968",63,"points"
"Euryglossina melanognatha (Exley, 1980)",33,"points"
"Euryglossina mellea (Cockerell, 1929)",95,"points"
"Euryglossina micheneri Exley, 1968",41,"points"
"Euryglossina minima (Cockerell, 1910)",2,"points"
"Euryglossina moonbiensis (Exley, 1968)",51,"points"
"Euryglossina mutica (Cockerell, 1912)",7,"points"
"Euryglossina narifera (Cockerell, 1915)",125,"points"
"Euryglossina neominima (Exley, 1974)",13,"points"
"Euryglossina nigra Exley, 1968",28,"points"
"Euryglossina nothula (Cockerell, 1922)",5,"points"
"Euryglossina oenpelli (Exley, 1982)",11,"points"
"Euryglossina paupercula (Cockerell, 1915)",1,"points"
"Euryglossina perkinsi Michener, 1965",7,"points"
"Euryglossina perpusilla (Cockerell, 1910)",121,"points"
"Euryglossina philoxantha Cockerell, 1929",220,"points"
"Euryglossina polita Exley, 1968",26,"points"
"Euryglossina proctotrypoides Cockerell, 1913",275,"points"
"Euryglossina proserpinensis Exley, 1968",12,"points"
"Euryglossina pseudoatomaria Exley, 1968",217,"points"
"Euryglossina psilosoma Exley, 1968",4,"points"
"Euryglossina pulcherrima Exley, 1968",5,"points"
"Euryglossina pulchra Exley, 1968",8,"points"
"Euryglossina scapata (Exley, 1980)",28,"points"
"Euryglossina semipurpurea (Cockerell, 1910)",4,"points"
"Euryglossina storeyi Exley, 1976",14,"points"
"Euryglossina stygica Exley, 1968",1,"points"
"Euryglossina subnothula (Cockerell, 1929)",21,"points"
"Euryglossina sulcata Exley, 1968",39,"points"
"Euryglossina townsvillensis Exley, 1968",2,"points"
"Euryglossina tuberculata (Exley, 1980)",18,"points"
"Euryglossina walkeri (Exley, 1980)",31,"points"
"Euryglossina weiri (Exley, 1974)",10,"points"
"Euryglossina xanthocephala Exley, 1968",30,"points"
"Euryglossina xanthogena (Rayment, 1935)",11,"points"
"Euryglossula carnarvonensis Exley, 1968",88,"points"
"Euryglossula chalcosoma (Cockerell, 1913)",1291,"points"
"Euryglossula deserti Exley, 1968",40,"points"
"Euryglossula elizabethae Batley, 2016",22,"points"
"Euryglossula eremophilae Batley, 2016",9,"points"
"Euryglossula flava Exley, 1968",407,"points"
"Euryglossula fultoni (Cockerell, 1913)",1553,"points"
"Euryglossula incisa Batley, 2016",20,"points"
"Euryglossula kubinensis Batley, 2016",1,"points"
"Euryglossula laticeps Batley, 2016",12,"points"
"Euryglossula microdonta (Rayment, 1934)",184,"points"
"Euryglossula pallida Batley, 2016",30,"points"
"Euryglossula pinnulata Batley, 2016",41,"points"
"Euryglossula storeyi Batley, 2016",4,"points"
"Euryglossula variepicta Exley, 1969",32,"points"
"Exaerete azteca Moure, 1964",21,"points"
"Exaerete dentata (Linnaeus, 1758)",130,"points"
"Exaerete fallaciosa Engel, 2018",4,"points"
"Exaerete frontalis (Guérin-Méneville, 1845)",897,"points"
"Exaerete lepeletieri M. L. Oliveira and Nemésio, 2003",52,"points"
"Exaerete smaragdina (Guérin-Méneville, 1845)",1676,"points"
"Exaerete trochanterica (Friese, 1900)",26,"points"
"Exomalopsis aburraensis Velez-Ruiz and Smith-Pardo, 2013",52,"points"
"Exomalopsis aequabilis Timberlake, 1980",1,"points"
"Exomalopsis aequalis Timberlake, 1980",3,"points"
"Exomalopsis affabilis Timberlake, 1980",1,"points"
"Exomalopsis alexanderi E. A. B. Almeida and Silveira, 1999",1,"points"
"Exomalopsis analis Spinola, 1853",1444,"points"
"Exomalopsis apicalis Timberlake, 1980",1,"points"
"Exomalopsis arcuata Timberlake, 1980",79,"points"
"Exomalopsis arida Cockerell, 1923",34,"points"
"Exomalopsis aureosericea Friese, 1899",3,"points"
"Exomalopsis auropilosa Spinola, 1853",680,"points"
"Exomalopsis badioventris Timberlake, 1980",17,"points"
"Exomalopsis bahamica Timberlake, 1980",2,"points"
"Exomalopsis bakeri Timberlake, 1980",1,"points"
"Exomalopsis bechteli Timberlake, 1980",1,"points"
"Exomalopsis bicellularis Michener and Moure, 1957",3,"points"
"Exomalopsis binotata Timberlake, 1980",95,"points"
"Exomalopsis birkmanni Cockerell, 1922",239,"points"
"Exomalopsis boharti Timberlake, 1980",108,"points"
"Exomalopsis bruesi Cockerell, 1914",1989,"points"
"Exomalopsis byersi Timberlake, 1980",165,"points"
"Exomalopsis callura Cockerell, 1912",3,"points"
"Exomalopsis campestris Silveira, 1996",3,"points"
"Exomalopsis collaris Friese, 1899",11,"points"
"Exomalopsis comitanensis Timberlake, 1980",1,"points"
"Exomalopsis compta Timberlake, 1980",55,"points"
"Exomalopsis dasypoda Strand, 1910",1,"points"
"Exomalopsis digressa Timberlake, 1980",7,"points"
"Exomalopsis dimidiata Timberlake, 1980",305,"points"
"Exomalopsis diminuta Silveira, 1996",17,"points"
"Exomalopsis fulvihirta Timberlake, 1980",1,"points"
"Exomalopsis fulvipennis Schrottky, 1910",1,"points"
"Exomalopsis fulvofasciata Smith, 1879",139,"points"
"Exomalopsis fumipennis Timberlake, 1980",41,"points"
"Exomalopsis griswoldi Silveira and E. A. B. Almeida, 2009",4,"points"
"Exomalopsis gualamba Silveira and E. A. B. Almeida, 2009",4,"points"
"Exomalopsis hurdi Timberlake, 1980",123,"points"
"Exomalopsis iridipennis Smith, 1879",39,"points"
"Exomalopsis jenseni Friese, 1908",340,"points"
"Exomalopsis limata Cresson, 1878",114,"points"
"Exomalopsis lissotera Moure, 1943",2,"points"
"Exomalopsis mellipes Cresson, 1878",642,"points"
"Exomalopsis minor Schrottky, 1910",47,"points"
"Exomalopsis modesta Timberlake, 1980",53,"points"
"Exomalopsis morelosensis Timberlake, 1980",1,"points"
"Exomalopsis mourei Michener, 1954",97,"points"
"Exomalopsis nigrihirta Timberlake, 1980",2,"points"
"Exomalopsis notabilis Timberlake, 1980",2,"points"
"Exomalopsis otomita Cresson, 1878",41,"points"
"Exomalopsis paitensis Cockerell, 1926",1,"points"
"Exomalopsis perikalles Silveira and E. A. B. Almeida, 2009",17,"points"
"Exomalopsis planiceps Smith, 1879",1,"points"
"Exomalopsis pubescens Cresson, 1865",14,"points"
