"scientificName","dataFrom","continent","n"
"Austronomia testaceipes (Friese, 1924)","litEstimate","Oceania",2
"Austronomia thor (Cockerell, 1930)","litEstimate","Oceania",4
"Austronomia turneri (Friese, 1924)","litEstimate","Oceania",13
"Austrothurgus malgaru Gonzalez, Engel and Griswold, 2013","litEstimate","Oceania",2
"Baeocolletes mas Michener, 1965","litEstimate","Oceania",2
"Bombus bohemicus (Seidl, 1837)","litEstimate","Oceania",1
"Bombus distinguendus Morawitz, 1869","litEstimate","Oceania",7
"Brachyhesma microxantha (Cockerell, 1914)","litEstimate","Oceania",3
"Braunsapis minor (Michener and Syed, 1962)","litEstimate","Oceania",32
"Callomelitta chlorura Cockerell, 1929","litEstimate","Oceania",24
"Callomelitta rugosa Cockerell, 1915","litEstimate","Oceania",20
"Callomelitta turnerorum Cockerell, 1910","litEstimate","Oceania",43
"Callomelitta wilsoni Cockerell, 1929","litEstimate","Oceania",2
"Calloproctus boroniae (Cockerell, 1921)","litEstimate","Oceania",39
"Ceratina cucurbitina (Rossi, 1792)","litEstimate","Oceania",306
"Ceratina cyanea (Kirby, 1802)","litEstimate","Oceania",2
"Charicolletes exleyae (Maynard, 2013)","litEstimate","Oceania",7
"Charicolletes saltus Maynard, 2013","litEstimate","Oceania",3
"Chrysocolletes enigma Maynard, 1996","litEstimate","Oceania",1
"Chrysocolletes pilosus Maynard, 1996","litEstimate","Oceania",12
"Cladocerapis perpolitus (Cockerell, 1916)","litEstimate","Oceania",15
"Colletellus aberrans (Leijs, 2018)","litEstimate","Oceania",9
"Colletellus albiscopis (Leijs, 2018)","litEstimate","Oceania",1
"Colletellus altispinosus (Leijs, 2018)","litEstimate","Oceania",1
"Colletellus aratus (Leijs, 2018)","litEstimate","Oceania",1
"Colletellus bidentatus (Leijs, 2018)","litEstimate","Oceania",2
"Colletellus ciliatus (Leijs, 2018)","litEstimate","Oceania",1
"Colletellus consobrinus (Leijs, 2018)","litEstimate","Oceania",4
"Colletellus constrictus (Leijs, 2018)","litEstimate","Oceania",1
"Colletellus longivultu (Leijs, 2018)","litEstimate","Oceania",15
"Colletellus lucidus (Leijs, 2018)","litEstimate","Oceania",2
"Colletellus pectinatus (Leijs, 2018)","litEstimate","Oceania",3
"Colletellus pilotapilus (Leijs, 2018)","litEstimate","Oceania",11
"Colletellus quadripinnatus (Leijs, 2018)","litEstimate","Oceania",38
"Colletellus rubicundus (Leijs, 2018)","litEstimate","Oceania",2
"Colletellus rubricinctus (Leijs, 2018)","litEstimate","Oceania",2
"Colletellus similis (Leijs, 2018)","litEstimate","Oceania",6
"Colletellus splendens (Leijs, 2018)","litEstimate","Oceania",2
"Euryglossa albamala (Hogendoorn and Leijs, 2015)","litEstimate","Oceania",3
"Euryglossa alicia Exley, 1998","litEstimate","Oceania",8
"Euryglossa antennata (Rayment, 1935)","litEstimate","Oceania",1
"Euryglossa aulaca (Hogendoorn and Leijs, 2015)","litEstimate","Oceania",10
"Euryglossa catanii Rayment, 1949","litEstimate","Oceania",3
"Euryglossa dolichocephala Rayment, 1953","litEstimate","Oceania",1
"Euryglossa endeavouricola Strand, 1921","litEstimate","Oceania",7
"Euryglossa flavocuneata Cockerell, 1915","litEstimate","Oceania",1
"Euryglossa grisea (Alfken, 1907)","litEstimate","Oceania",2
"Euryglossa hemichlora Cockerell, 1914","litEstimate","Oceania",1
"Euryglossa lacteipennis Michener, 1965","litEstimate","Oceania",4
"Euryglossa liopa Exley, 1976","litEstimate","Oceania",3
"Euryglossa lyngouriae (Hogendoorn and Leijs, 2015)","litEstimate","Oceania",1
"Euryglossa malaris Michener, 1965","litEstimate","Oceania",4
"Euryglossa melanosoma Cockerell, 1914","litEstimate","Oceania",5
"Euryglossa micans (Hogendoorn and Leijs, 2015)","litEstimate","Oceania",1
"Euryglossa nubifera Cockerell, 1922","litEstimate","Oceania",1
"Euryglossa perditiformis Cockerell, 1910","litEstimate","Oceania",7
"Euryglossa pernana Cockerell, 1905","litEstimate","Oceania",4
"Euryglossa picta (Smith, 1854)","litEstimate","Oceania",1
"Euryglossa ricae Rayment, 1948","litEstimate","Oceania",2
"Euryglossa rieki Exley, 1974","litEstimate","Oceania",290
"Euryglossa rufiventris Michener, 1965","litEstimate","Oceania",2
"Euryglossa subfusa Cockerell, 1910","litEstimate","Oceania",1
"Euryglossa sulcata Exley, 1998","litEstimate","Oceania",3
"Euryglossa tarsata Alfken, 1907","litEstimate","Oceania",4
"Euryglossa tuberculipes Michener, 1965","litEstimate","Oceania",5
"Euryglossidia acaciae (Rayment, 1939)","litEstimate","Oceania",1
"Euryglossidia australiensis (Dalla Torre, 1896)","litEstimate","Oceania",2
"Euryglossidia baeckeae (Rayment, 1948)","litEstimate","Oceania",30
"Euryglossidia cygnella (Cockerell, 1905)","litEstimate","Oceania",1
"Euryglossidia halictiformis (Smith, 1879)","litEstimate","Oceania",2
"Euryglossidia ichneumonoides (Cockerell, 1906)","litEstimate","Oceania",2
"Euryglossidia rejecta (Cockerell, 1905)","litEstimate","Oceania",12
"Euryglossidia simillima (Smith, 1879)","litEstimate","Oceania",1
"Euryglossidia singularis (Rayment, 1935)","litEstimate","Oceania",1
"Euryglossina clypearis_homonym (Exley, 1980)","litEstimate","Oceania",9
"Euryglossina minima (Cockerell, 1910)","litEstimate","Oceania",16
"Euryglossina paupercula (Cockerell, 1915)","litEstimate","Oceania",4
"Euryglossina stygica Exley, 1968","litEstimate","Oceania",3
"Euryglossula aeneoceps Batley, 2016","litEstimate","Oceania",83
"Euryglossula purpurea Batley, 2016","litEstimate","Oceania",74
"Euryglossula scalaris Batley, 2016","litEstimate","Oceania",135
"Exleycolletes argentifrons (Smith, 1879)","litEstimate","Oceania",144
"Exleycolletes macrodontus (Rayment, 1935)","litEstimate","Oceania",1
"Exoneura abstrusa Cockerell, 1922","litEstimate","Oceania",1
"Exoneura angophorella Rayment, 1948","litEstimate","Oceania",2
"Exoneura apposita Rayment, 1949","litEstimate","Oceania",2
"Exoneura baculifera Cockerell, 1922","litEstimate","Oceania",1
"Exoneura diversipes Cockerell, 1922","litEstimate","Oceania",4
"Exoneura illustris Rayment, 1951","litEstimate","Oceania",15
"Exoneura incerta Cockerell, 1918","litEstimate","Oceania",9
"Exoneura marjoriella Rayment, 1949","litEstimate","Oceania",3
"Exoneura obscura Alfken, 1907","litEstimate","Oceania",2
"Exoneura perpensa Cockerell, 1922","litEstimate","Oceania",1
"Exoneura subbaculifera Rayment, 1948","litEstimate","Oceania",1
"Exoneura variabilis Rayment, 1949","litEstimate","Oceania",6
"Goniocolletes albopilosus (Rayment, 1930)","litEstimate","Oceania",37
"Goniocolletes aurifrons (Smith, 1853)","litEstimate","Oceania",56
"Goniocolletes ciliatus Maynard, 2013","litEstimate","Oceania",123
"Goniocolletes comatus Maynard, 2013","litEstimate","Oceania",1
"Goniocolletes dasypus Maynard, 2013","litEstimate","Oceania",3
"Goniocolletes eugeniarum (Cockerell, 1912)","litEstimate","Oceania",1
"Goniocolletes gallipes (Cockerell, 1913)","litEstimate","Oceania",1
"Goniocolletes hillieri (Cockerell, 1914)","litEstimate","Oceania",1
"Goniocolletes parvus Maynard, 2013","litEstimate","Oceania",1
"Goniocolletes rugosus Maynard, 2013","litEstimate","Oceania",2
"Goniocolletes wanni Leijs and Hogendoorn, 2016","litEstimate","Oceania",3
"Halictus smaragdulus Vachal, 1895","litEstimate","Oceania",15
"Hylaeus anmelanocephalus Rayment, 1954","litEstimate","Oceania",34
"Hylaeus baudinensis (Cockerell, 1905)","litEstimate","Oceania",6
"Hylaeus blanchae Rayment, 1953","litEstimate","Oceania",1
"Hylaeus borchii Rayment, 1935","litEstimate","Oceania",2
"Hylaeus ceniberus (Cockerell, 1910)","litEstimate","Oceania",4
"Hylaeus colei Rayment, 1935","litEstimate","Oceania",3
"Hylaeus constrictus (Cockerell, 1905)","litEstimate","Oceania",2
"Hylaeus elongatus (Smith, 1879)","litEstimate","Oceania",65
"Hylaeus haematopodus (Cockerell, 1913)","litEstimate","Oceania",24
"Hylaeus hyalinatus Smith, 1842","litEstimate","Oceania",97
"Hylaeus indecisus Cockerell, 1929","litEstimate","Oceania",2
"Hylaeus infans (Cockerell, 1910)","litEstimate","Oceania",6
"Hylaeus leai (Cockerell, 1912)","litEstimate","Oceania",2
"Hylaeus liogonia (Vachal, 1900)","litEstimate","Oceania",54
"Hylaeus lubbocki (Cockerell, 1905)","litEstimate","Oceania",1
"Hylaeus melaleucae Rayment, 1953","litEstimate","Oceania",162
"Hylaeus meriti Rayment, 1935","litEstimate","Oceania",1
"Hylaeus murrayensis Rayment, 1935","litEstimate","Oceania",1
"Hylaeus murrumbidgeanus Houston, 1981","litEstimate","Oceania",6
"Hylaeus perpictus Rayment, 1935","litEstimate","Oceania",1
"Hylaeus pictulus Michener, 1965","litEstimate","Oceania",24
"Hylaeus procurvus (Rayment, 1939)","litEstimate","Oceania",6
"Hylaeus scintilla (Cockerell, 1912)","litEstimate","Oceania",70
"Hylaeus subconstrictus (Cockerell, 1922)","litEstimate","Oceania",1
"Hylaeus sublateralis (Cockerell, 1914)","litEstimate","Oceania",12
"Hylaeus subplebeius (Cockerell, 1905)","litEstimate","Oceania",2
"Hylaeus xanthaspis (Cockerell, 1910)","litEstimate","Oceania",3
"Hylaeus xanthognathus Rayment, 1935","litEstimate","Oceania",2
"Hyphesma barrowensis Exley, 1975","litEstimate","Oceania",3
"Hyphesma nitidiceps (Cockerell, 1912)","litEstimate","Oceania",2
"Lamprocolletes insularis (Cockerell, 1913)","litEstimate","Oceania",46
"Lasioglossum acristum Walker and Sparks, 2024","litEstimate","Oceania",3
"Lasioglossum altum Walker and Sparks, 2024","litEstimate","Oceania",77
"Lasioglossum aspereticulum Walker and Sparks, 2024","litEstimate","Oceania",1
"Lasioglossum atropum Walker and Sparks, 2024","litEstimate","Oceania",277
"Lasioglossum barretti (Cockerell, 1929)","litEstimate","Oceania",1
"Lasioglossum bimelasmum Walker and Sparks, 2024","litEstimate","Oceania",85
"Lasioglossum bipenicillum Walker and Sparks, 2024","litEstimate","Oceania",1
"Lasioglossum bitrichum Walker and Sparks, 2024","litEstimate","Oceania",1
"Lasioglossum blyscanatum Walker and Sparks, 2024","litEstimate","Oceania",2
"Lasioglossum brevipectinatum Walker and Sparks, 2024","litEstimate","Oceania",1
"Lasioglossum capronum Walker and Sparks, 2024","litEstimate","Oceania",35
"Lasioglossum darwiniellum (Cockerell, 1932)","litEstimate","Oceania",1
"Lasioglossum ferruginum Walker and Sparks, 2024","litEstimate","Oceania",18
"Lasioglossum flexosum Walker and Sparks, 2024","litEstimate","Oceania",27
"Lasioglossum grossopedalus (Walker, 1986)","litEstimate","Oceania",2
"Lasioglossum infimum (Erichson, 1842)","litEstimate","Oceania",9
"Lasioglossum intermedium (Schenck, 1868)","litEstimate","Oceania",2
"Lasioglossum laevidiscum Walker and Sparks, 2024","litEstimate","Oceania",1
"Lasioglossum luteoaeneum (Friese, 1924)","litEstimate","Oceania",5
"Lasioglossum malachurum (Kirby, 1802)","litEstimate","Oceania",3
"Lasioglossum musgravei (Cockerell, 1929)","litEstimate","Oceania",1
"Lasioglossum percingulatum (Rayment, 1935)","litEstimate","Oceania",4
"Lasioglossum pertasmaniae (Rayment, 1953)","litEstimate","Oceania",1
"Lasioglossum recavum Walker and Sparks, 2024","litEstimate","Oceania",2
"Lasioglossum reticulum Walker and Sparks, 2024","litEstimate","Oceania",4
"Lasioglossum rutrum Walker and Sparks, 2024","litEstimate","Oceania",63
"Lasioglossum tasmaniae (Cockerell, 1905)","litEstimate","Oceania",4
"Lasioglossum variegatum Walker and Sparks, 2024","litEstimate","Oceania",2
"Lasioglossum villosulum (Kirby, 1802)","litEstimate","Oceania",2
"Lasioglossum wcisloi Walker and Sparks, 2024","litEstimate","Oceania",9
"Leioproctus alienus (Smith, 1853)","litEstimate","Oceania",1
"Leioproctus cinereus (Smith, 1853)","litEstimate","Oceania",28
"Leioproctus ibex (Cockerell, 1914)","litEstimate","Oceania",1
"Leioproctus metallescens (Cockerell, 1914)","litEstimate","Oceania",2
"Leioproctus moniliformis (Cockerell, 1916)","litEstimate","Oceania",3
"Leioproctus nanus (Smith, 1879)","litEstimate","Oceania",346
"Leioproctus rhodopus (Cockerell, 1914)","litEstimate","Oceania",9
"Leioproctus rudis (Cockerell, 1906)","litEstimate","Oceania",13
"Leioproctus sigillatus (Cockerell, 1914)","litEstimate","Oceania",1
"Leioproctus_sensu_lato anthedonus Maynard, 2013","litEstimate","Oceania",69
"Leioproctus_sensu_lato confusus Cockerell, 1904","litEstimate","Oceania",5
"Leioproctus_sensu_lato crassipes (Friese, 1924)","litEstimate","Oceania",68
"Leioproctus_sensu_lato ferrisi (Rayment, 1935)","litEstimate","Oceania",96
"Leioproctus_sensu_lato frontalis Smith, 1853","litEstimate","Oceania",1
"Leioproctus_sensu_lato rufus (Rayment, 1930)","litEstimate","Oceania",1
"Leioproctus_sensu_lato zephyr Prendergast, 2022","litEstimate","Oceania",1
"Machaerocolletes glendae (Batley, 2016)","litEstimate","Oceania",14
"Maynardapis litotes (Maynard, 2013)","litEstimate","Oceania",43
"Maynardapis quadrimaculata (Maynard, 2013)","litEstimate","Oceania",45
"Megachile adusta_unavailable (King, 1994)","litEstimate","Oceania",31
"Megachile albobasalis Smith, 1879","litEstimate","Oceania",1
"Megachile alleynae Rayment, 1935","litEstimate","Oceania",4
"Megachile apposita Rayment, 1939","litEstimate","Oceania",1
"Megachile austeni Cockerell, 1906","litEstimate","Oceania",188
"Megachile australasiae Dalla Torre, 1896","litEstimate","Oceania",4
"Megachile beutenmulleri Cockerell, 1907","litEstimate","Oceania",4
"Megachile castaneipes Friese, 1909","litEstimate","Oceania",1
"Megachile cliffordi Rayment, 1953","litEstimate","Oceania",6
"Megachile cygnorum Cockerell, 1906","litEstimate","Oceania",99
"Megachile disjuncta (Fabricius, 1781)","litEstimate","Oceania",5
"Megachile ferruginea_unavailable (King and Exley, 1985)","litEstimate","Oceania",2
"Megachile fuscitarsis Cockerell, 1912","litEstimate","Oceania",2
"Megachile hampsoni Cockerell, 1906","litEstimate","Oceania",1
"Megachile inflaticauda Cockerell, 1939","litEstimate","Oceania",3
"Megachile kirbyana Cockerell, 1906","litEstimate","Oceania",20
"Megachile kurandensis Cockerell, 1910","litEstimate","Oceania",60
"Megachile kuschei Cockerell, 1939","litEstimate","Oceania",2
"Megachile longiceps Meade-Waldo, 1915","litEstimate","Oceania",16
"Megachile maculariformis Cockerell, 1907","litEstimate","Oceania",1
"Megachile nitidiscutata Friese, 1920","litEstimate","Oceania",1
"Megachile paratasmanica Rayment, 1955","litEstimate","Oceania",1
"Megachile phillipensis Rayment, 1935","litEstimate","Oceania",3
"Megachile portlandiana Rayment, 1953","litEstimate","Oceania",6
"Megachile pretiosa Friese, 1909","litEstimate","Oceania",246
"Megachile relicta Cockerell, 1913","litEstimate","Oceania",4
"Megachile rufopilosa Friese, 1911","litEstimate","Oceania",6
"Megachile sericeicauda Cockerell, 1910","litEstimate","Oceania",1
"Megachile sexmaculata Smith, 1868","litEstimate","Oceania",1
"Megachile silvestris Rayment, 1951","litEstimate","Oceania",1
"Megachile subatrella Rayment, 1939","litEstimate","Oceania",3
"Megachile subsericeicauda Rayment, 1939","litEstimate","Oceania",1
"Megachile subserricauda Rayment, 1935","litEstimate","Oceania",2
"Megachile swarbrecki Rayment, 1946","litEstimate","Oceania",2
"Megachile vestitor Cockerell, 1910","litEstimate","Oceania",9
"Megachile wyndhamensis Rayment, 1935","litEstimate","Oceania",1
"Melittosmithia adelaidae (Friese, 1924)","litEstimate","Oceania",2
"Melittosmithia froggattiana (Cockerell, 1905)","litEstimate","Oceania",4
"Meroglossa borchi Rayment, 1939","litEstimate","Oceania",3
"Meroglossa ocellata Michener, 1965","litEstimate","Oceania",1
"Minycolletes aquilus (Maynard, 2013)","litEstimate","Oceania",1
"Minycolletes eruditus (Maynard, 2013)","litEstimate","Oceania",48
"Minycolletes exiguus (Maynard, 2013)","litEstimate","Oceania",6
"Minycolletes helichrysi (Cockerell, 1918)","litEstimate","Oceania",5
"Minycolletes insitus (Maynard, 2013)","litEstimate","Oceania",264
"Minycolletes paulus (Maynard, 2013)","litEstimate","Oceania",1
"Minycolletes pygmaeus (Maynard, 2013)","litEstimate","Oceania",3
"Nomia austrovagans Cockerell, 1905","litEstimate","Oceania",1
"Odontocolletes cardaleae (Maynard, 1997)","litEstimate","Oceania",4
"Odontocolletes perminutus (Cockerell, 1929)","litEstimate","Oceania",88
"Odontocolletes rutiliventris (Maynard, 2013)","litEstimate","Oceania",1
"Odontocolletes xanthozoster (Maynard, 1997)","litEstimate","Oceania",4
"Osmia niveata (Fabricius, 1804)","litEstimate","Oceania",1
"Osmia submicans Morawitz, 1870","litEstimate","Oceania",1
"Pachyprosopis flavicauda Cockerell, 1912","litEstimate","Oceania",14
"Packercolletes idiotropoptera (Packer, 2006)","litEstimate","Oceania",1
"Palaeorhiza caerulescens (Friese, 1924)","litEstimate","Oceania",16
"Palaeorhiza cassiaefloris (Cockerell, 1910)","litEstimate","Oceania",1
"Palaeorhiza denticauda (Cockerell, 1910)","litEstimate","Oceania",1
"Palaeorhiza eboracina (Cockerell, 1910)","litEstimate","Oceania",5
"Palaeorhiza kurandensis (Cockerell, 1909)","litEstimate","Oceania",7
"Palaeorhiza longiceps (Friese, 1924)","litEstimate","Oceania",1
"Palaeorhiza luxuriosa (Cockerell, 1910)","litEstimate","Oceania",3
"Palaeorhiza perkinsi Cockerell, 1910","litEstimate","Oceania",1
"Palaeorhiza permiranda (Cockerell, 1909)","litEstimate","Oceania",4
