"variable","Name","Observed","Estimate","Est_s.e.","95%Lower","95%Upper","n","s.e.","groupNo"
"Somalia","iNEXT",75,103.64709677419354,14.678329575535026,74.8780994529358,132.41609409545129,"124",NA,20
"Niger","iNEXT",59,90.6886733416771,21.29706233819321,48.947198182314025,132.43014850104018,"94",NA,15
"Sierra Leone","iChao",NA,119.764,NA,110.62,132.448,"182",5.509,19
"Uruguay","iNEXT",87,109.75670123922414,11.607561047314816,87.00629963813708,132.5071028403112,"928",NA,23
"New Caledonia","iNEXT",88,108.55236329935126,12.22282559156438,84.5960653505706,132.50866124813192,"1079",NA,15
"SV & Grenadines","iNEXT",48,82.41284403669724,25.59569292604969,32.24620774229323,132.57948033110125,"218",NA,18
"Jamaica","iNEXT",53,89.68413978494624,21.8872959091846,46.785828083973556,132.5824514859189,"558",NA,11
"Palau","iChao",NA,29.775,NA,13.899,132.605,"30",22.847,16
"Barbados","iChao",NA,26.379,NA,11.443,132.64,"29",22.821,2
"Barbados","iChao",NA,26.379,NA,11.443,132.64,"29",22.821,2
"Guinea-Bissau","iChao",NA,52.06,NA,25.75,132.663,"25",24.262,9
"Ireland","iNEXT",110,114.49987822039402,9.28335557314453,96.30483564135156,132.6949207994365,"36952",NA,10
"Niger","iNEXT",59,97.4918998527246,17.96289972835428,62.285263327245886,132.6985363782033,"97",NA,15
"Palau","iChao",NA,29.794,NA,13.902,132.739,"31",22.872,16
"SV & Grenadines","iNEXT",48,81.19727891156462,26.31385538946634,29.623070053815418,132.77148776931384,"245",NA,18
"Mali","iNEXT",61,98.63066202090593,17.42555538326221,64.47720105910393,132.7841229827079,"82",NA,13
"eSwatini","iNEXT",24,65.92500000000001,34.14456052294076,0,132.847108892912,"130",NA,24
"SV & Grenadines","iChao",NA,86.536,NA,65.502,132.85,"256",16.17,18
"Solomon Islands","iNEXT",46,86.23423423423424,23.79344103707922,39.59994673328161,132.86852173518685,"407",NA,20
"Gambia","iNEXT",53,77.38761467889908,28.31039133209512,21.90026727975775,132.87496207804043,"218",NA,8
"Brunei Darussalam","iNEXT",49,86.5304054054054,23.675606310358575,40.127069724953365,132.93374108585743,"148",NA,4
"Niger","iChao",NA,90.758,NA,72.631,132.991,"91",14.368,15
"Bhutan","iChao",NA,88.447,NA,71.086,132.997,"491",14.508,3
"SV & Grenadines","iChao",NA,84.525,NA,63.692,133.019,"245",16.505,18
"Rwanda","iChao",NA,80.24,NA,61.422,133.036,"197",16.52,18
"SV & Grenadines","iChao",NA,82.791,NA,62.231,133.057,"265",16.731,18
"New Caledonia","iChao",NA,111.867,NA,100.638,133.072,"676",7.95,15
"Jamaica","iNEXT",53,75.18555188852218,29.549776841751928,17.26905352749268,133.1020502495517,"606",NA,11
"Cambodia","iNEXT",70,98.72888888888889,17.583801090815616,64.26527203957417,133.1925057382036,"405",NA,4
"Somalia","iNEXT",75,104.52836277173913,14.645303159411828,75.82409603662128,133.23262950685697,"128",NA,20
"Greenland","iNEXT",61,96.84549356223175,18.56688693264789,60.45506386921454,133.23592325524896,"233",NA,9
"Saint Lucia","iNEXT",32,71.98076923076923,31.26991635168979,10.692859381877128,133.26867907966133,"78",NA,18
"Gambia","iChao",NA,95.501,NA,75.498,133.291,"248",14.166,8
"Ghana","iChao",NA,122.652,NA,115.506,133.32,"423",4.472,8
"Andorra","iChao",NA,77.589,NA,61.514,133.326,"131",15.901,1
"Yemen","iNEXT",91,112.70950888192267,10.537050217689321,92.05726995196167,133.36174781188367,"319",NA,24
"Maldives","iNEXT",13,85,24.68605873516302,36.61621395884008,133.3837860411599,"13",NA,13
"Niger","iNEXT",59,97.12340425531914,18.500562300008745,60.8629684535625,133.3838400570758,"94",NA,15
"Jamaica","iNEXT",53,83.2072135785007,25.609777815327302,33.01297140838634,133.40145574861506,"707",NA,11
"Haiti","iNEXT",50,90.21574344023324,22.03544149166969,47.02707173312109,133.4044151473454,"343",NA,9
"New Caledonia","iNEXT",88,110.12642802741813,11.898272614392694,86.80624222496921,133.44661382986703,"808",NA,15
"Solomon Islands","iChao",NA,84.849,NA,63.258,133.454,"641",16.798,20
"New Caledonia","iNEXT",88,105.3443370907139,14.349539856923315,77.21975577642216,133.46891840500564,"1035",NA,15
"Montserrat","iChao",NA,54.53,NA,29.093,133.469,"50",23.628,14
"Ireland","iNEXT",110,114.89986524764183,9.477033969059518,96.3252199880225,133.47451050726116,"36363",NA,10
"Bahamas","iChao",NA,79.314,NA,59.468,133.506,"464",17.163,2
"Cambodia","iChao",NA,106.56,NA,91.025,133.574,"412",10.529,4
"SV & Grenadines","iNEXT",48,78.09798994974875,28.308632628747997,22.61408954582724,133.58189035367025,"199",NA,18
"Malta","iChao",NA,119.43,NA,111.058,133.616,"535",5.597,13
"Ireland","iChao",NA,118.25,NA,112.882,133.617,"35984",4.766,10
"Brunei Darussalam","iNEXT",49,89.87038789025544,22.320443500742186,46.12312250983965,133.61765327067124,"151",NA,4
"Ireland","iNEXT",110,116.12483222855265,8.944746380641652,98.59345147165001,133.65621298545528,"36508",NA,10
"Fiji","iChao",NA,56.737,NA,38.595,133.708,"1509",20.174,7
"New Caledonia","iNEXT",88,107.18010362694301,13.540294475141371,80.64161411559927,133.71859313828676,"965",NA,15
"Mali","iNEXT",61,98.63066202090593,17.92306884290609,63.502092596378006,133.75923144543384,"82",NA,13
"Puerto Rico","iNEXT",71,97.43401812688822,18.539257334087342,61.097741451956985,133.77029480181946,"1655",NA,17
"Niger","iChao",NA,90.689,NA,72.427,133.786,"94",14.577,15
"Niger","iChao",NA,90.689,NA,72.427,133.786,"94",14.577,15
"Niger","iChao",NA,90.689,NA,72.427,133.786,"94",14.577,15
"Cambodia","iNEXT",70,99.31154970760234,17.590890568262402,64.83403773782271,133.78906167738197,"380",NA,4
"CAR","iNEXT",89,109.96691988950276,12.166154823688624,86.12169460473483,133.8121451742707,"362",NA,4
"Yemen","iNEXT",91,110.96238679520889,11.667402450072013,88.09469819993335,133.8300753904844,"326",NA,24
"Dominica","iNEXT",34,71.33624454148472,31.887841401480763,8.83722384985721,133.83526523311224,"229",NA,6
"Puerto Rico","iChao",NA,91.242,NA,77.521,133.84,"2618",12.748,17
"New Caledonia","iNEXT",88,111.9768115942029,11.158516565963742,90.1065210040204,133.8471021843854,"1035",NA,15
"New Caledonia","iNEXT",88,109.97741273100615,12.192219770842476,86.08110108855773,133.8737243734546,"974",NA,15
"Rwanda","iNEXT",51,91.10019267822736,21.827113358005235,48.319836610063994,133.88054874639073,"173",NA,18
"Haiti","iNEXT",50,87.66499315381104,23.59437971570513,41.420858673466604,133.90912763415548,"313",NA,9
"Mali","iNEXT",61,98.63066202090593,18.002317290720065,63.34676849283193,133.91455554897993,"82",NA,13
"Solomon Islands","iNEXT",46,86.21221221221222,24.345018347056968,38.49685304901374,133.9275713754107,"333",NA,20
"Anguilla","iNEXT",24,56.148148148148145,39.69491538114884,0,133.9487526645649,"63",NA,1
"SV & Grenadines","iChao",NA,85.475,NA,64.323,134.041,"309",16.634,18
"Ireland","iNEXT",110,116.12483059051307,9.150827908508212,98.18953746111299,134.06012371991315,"36155",NA,10
"Solomon Islands","iChao",NA,83.527,NA,61.992,134.062,"593",17.136,20
"Saint Lucia","iChao",NA,59.823,NA,39.583,134.089,"93",20.683,18
"Mauritius","iNEXT",18,66.93617021276596,34.28764287377264,0,134.13871536013176,"47",NA,14
"Yemen","iChao",NA,119.705,NA,110.082,134.183,"268",6.046,24
"Rwanda","iNEXT",51,87.21331168831169,23.983963446072796,40.20560712748385,134.22101624913952,"154",NA,18
"Saint Lucia","iNEXT",32,69.109375,33.22139817683144,3.9966310573457804,134.22211894265422,"96",NA,18
"Rwanda","iNEXT",51,88.60405219780219,23.278725592045305,42.97858843140254,134.22951596420182,"208",NA,18
"Maldives","iNEXT",13,85,25.134597621194246,35.73709389655317,134.26290610344682,"13",NA,13
"Puerto Rico","iChao",NA,93.038,NA,78.676,134.274,"1904",12.772,17
"Sierra Leone","iNEXT",87,110.8659217877095,11.943279194371602,87.45752470943461,134.27431886598438,"179",NA,19
"Puerto Rico","iNEXT",71,105.55342261904761,14.666079327061711,76.80843534359923,134.298409894496,"1920",NA,17
"Greenland","iNEXT",61,86.94997065727699,24.161228230182033,39.5948335038678,134.3051078106862,"284",NA,9
"Haiti","iChao",NA,89.049,NA,68.082,134.327,"343",15.95,9
"Guinea-Bissau","iChao",NA,52.167,NA,25.644,134.328,"27",24.612,9
"Guinea-Bissau","iChao",NA,52.167,NA,25.644,134.328,"27",24.612,9
"Puerto Rico","iNEXT",71,100.3719207082371,17.342434117403936,66.38137443386672,134.3624669826075,"1732",NA,17
"Ireland","iChao",NA,117.069,NA,112.049,134.387,"36501",4.951,10
"Bangladesh","iChao",NA,64.926,NA,40.394,134.394,"136",21.648,2
"Dominican Republic","iNEXT",71,99.09737229862475,18.022625088738316,63.77367621782965,134.42106837941984,"1018",NA,6
"Guinea-Bissau","iChao",NA,47.714,NA,22.925,134.424,"28",24.645,9
"Niger","iNEXT",59,96.86057692307693,19.174853518846984,59.27855461730572,134.44259922884814,"91",NA,15
"New Caledonia","iChao",NA,115.978,NA,104.842,134.478,"971",7.368,15
"Ireland","iChao",NA,117.375,NA,112.219,134.51,"36205",4.978,10
"Haiti","iNEXT",50,93.96756756756757,20.6872714360491,53.42126061450712,134.513874520628,"333",NA,9
"Malta","iChao",NA,119.89,NA,111.284,134.524,"557",5.764,13
"Cambodia","iNEXT",70,103.69910447761194,15.732850252747863,72.86328460806425,134.53492434715963,"335",NA,4
"Yemen","iChao",NA,120.922,NA,111.548,134.573,"297",5.791,24
"Ireland","iNEXT",110,116.12483219637818,9.41472537880632,97.67230952958258,134.57735486317378,"36501",NA,10
"Jamaica","iChao",NA,83.205,NA,64.181,134.595,"684",16.354,11
"Bhutan","iChao",NA,75.759,NA,63.329,134.61,"466",14.753,3
"Niger","iChao",NA,95.519,NA,76.637,134.615,"85",14.042,15
"Greenland","iChao",NA,100.832,NA,82.548,134.629,"241",12.799,9
"Greenland","iNEXT",61,99.07967707967708,18.14179209145055,63.52241796542044,134.63693619393374,"259",NA,9
"Ireland","iChao",NA,114.9,NA,110.972,134.691,"36151",4.84,10
"New Caledonia","iNEXT",88,109.10458937198068,13.066328748770058,83.49505561423105,134.7141231297303,"1035",NA,15
"CAR","iNEXT",89,112.29530516431925,11.461569825466194,89.83104110011448,134.75956922852401,"355",NA,4
"Niger","iChao",NA,90.67,NA,72.237,134.77,"97",14.823,15
"Ireland","iNEXT",110,116.12483376757314,9.517012807398993,97.47183142466467,134.7778361104816,"36846",NA,10
"Rwanda","iNEXT",51,83.8847446236559,25.975282882224246,32.97412568625664,134.79536356105518,"186",NA,18
"CAR","iNEXT",89,112.95175304878049,11.156530188765519,91.08535568636621,134.81815041119475,"328",NA,4
"Haiti","iNEXT",50,85.8736842105263,24.986287816844325,36.9014599821595,134.8459084388931,"285",NA,9
"Ireland","iChao",NA,115.333,NA,111.143,134.879,"36001",4.929,10
"New Caledonia","iNEXT",88,108.54935622317596,13.449420670467054,82.18897609613201,134.90973635021993,"932",NA,15
"Greenland","iNEXT",61,79.11976419484952,28.478537055609742,23.302857233465105,134.93667115623396,"293",NA,9
"Yemen","iNEXT",91,112.06515580736544,11.673446840896004,89.1856204237664,134.94469119096448,"353",NA,24
"CAR","iNEXT",89,110.36324041811847,12.542789892281917,85.77982396359288,134.94665687264404,"328",NA,4
"Haiti","iChao",NA,88.339,NA,67.301,134.956,"459",16.228,9
"CAR","iChao",NA,116.916,NA,105.958,134.957,"355",7.216,4
"Cambodia","iChao",NA,107.802,NA,91.999,134.959,"345",10.644,4
"Cuba","iChao",NA,124.542,NA,118.645,134.988,"1731",4.036,6
"Ireland","iNEXT",110,114.49987662444481,10.463147634397693,93.99248409609989,135.00726915278975,"36474",NA,10
"eSwatini","iNEXT",24,61.09239130434782,37.7176377239849,0,135.0176028252875,"92",NA,24
"New Caledonia","iNEXT",88,112.02529909319516,11.74542202902019,89.00469493309222,135.0459032532981,"1193",NA,15
"New Caledonia","iChao",NA,115.341,NA,103.886,135.057,"808",7.722,15
"Somalia","iNEXT",75,105.87244538407329,14.898921814528734,76.67109521911884,135.07379554902775,"129",NA,20
"CAR","iChao",NA,116.495,NA,105.407,135.075,"371",7.37,4
"Jamaica","iChao",NA,90.353,NA,69.996,135.096,"428",15.634,11
"UAE","iChao",NA,124.114,NA,117.275,135.103,"1428",4.447,23
"Sint Maarten","iChao",NA,33.219,NA,16.344,135.261,"64",23.259,19
"Haiti","iChao",NA,97.04,NA,75.949,135.273,"313",14.612,9
"Ireland","iChao",NA,117.25,NA,112.079,135.286,"36221",5.133,10
"CAR","iChao",NA,117.765,NA,106.872,135.295,"413",7.088,4
"Gambia","iNEXT",53,93.97628687102372,21.088264582502738,52.64404779286675,135.30852594918068,"247",NA,8
"Niger","iNEXT",59,101.72,17.145500044461393,68.11543741592578,135.32456258407422,"90",NA,15
"Greenland","iChao",NA,100.203,NA,81.66,135.386,"257",13.162,9
"Yemen","iNEXT",91,114.60022396416574,10.616338846296241,93.7925821777516,135.40786575057987,"282",NA,24
"CAR","iChao",NA,118.652,NA,107.942,135.418,"328",6.87,4
"Greenland","iChao",NA,99.92,NA,81.354,135.424,"261",13.233,9
"CAR","iNEXT",89,109.40057567762054,13.278812448679773,83.37458152074606,135.426569834495,"379",NA,4
"SV & Grenadines","iNEXT",48,79.35810810810811,28.613444012196947,23.276788370548836,135.43942784566738,"222",NA,18
"CAR","iNEXT",89,111.43626062322946,12.249356317411054,87.42796340730561,135.4445578391533,"353",NA,4
"Guam","iChao",NA,30.186,NA,13.957,135.463,"95",23.377,9
"Guam","iChao",NA,30.186,NA,13.957,135.463,"95",23.377,9
"Haiti","iNEXT",50,94.51116729877792,20.894519231030227,53.55866213167913,135.4636724658767,"339",NA,9
"CAR","iNEXT",89,107.73035914702581,14.177077515932188,79.94379780976615,135.51692048428546,"396",NA,4
"Malta","iNEXT",99,117.74709513435003,9.079551772815469,99.95150066386492,135.54268960483515,"612",NA,13
"Puerto Rico","iChao",NA,105.332,NA,89.257,135.558,"1879",11.355,17
"Burkina Faso","iNEXT",69,86.99951657087608,24.79369709186215,38.40476322723079,135.59426991452136,"37234",NA,4
"Rwanda","iChao",NA,95.547,NA,74.455,135.606,"165",14.979,18
"CAR","iNEXT",89,114.2170110088976,10.916735437793673,92.8206027220699,135.6134192957253,"349",NA,4
"Cuba","iChao",NA,126.112,NA,120.272,135.629,"1375",3.825,6
"Saint Lucia","iNEXT",32,69.05882352941177,33.97350078330295,2.471985565394661,135.64566149342886,"85",NA,18
"Mali","iNEXT",61,98.63066202090593,18.929088704783922,61.530329899365505,135.73099414244635,"82",NA,13
"New Caledonia","iNEXT",88,105.98144329896907,15.18263018509769,76.22403494558691,135.73885165235123,"970",NA,15
"Puerto Rico","iChao",NA,98.49,NA,82.669,135.76,"2450",12.616,17
"Togo","iChao",NA,103.621,NA,88.474,135.793,"107",11.42,22
"Solomon Islands","iNEXT",46,76.03327787021631,30.507840817054685,16.239008622708127,135.8275471177245,"601",NA,20
"Ireland","iNEXT",110,116.24983060953465,9.994193256387609,96.66157177248188,135.83808944658745,"36897",NA,10
"Brunei Darussalam","iChao",NA,93.977,NA,72.293,135.844,"109",15.535,4
"Yemen","iChao",NA,113.565,NA,102.352,135.854,"353",8.159,24
"Somalia","iChao",NA,102.163,NA,87.116,135.898,"126",11.681,20
"Ireland","iNEXT",110,118.16644203616093,9.058099267862499,100.4128937027618,135.91999036956005,"36356",NA,10
"Dominican Republic","iNEXT",71,103.36280137772675,16.617316829312504,70.79345887258293,135.93214388287058,"871",NA,6
"New Caledonia","iNEXT",88,110.75778836251287,12.854737019716287,85.5629667731352,135.95260995189054,"971",NA,15
"eSwatini","iNEXT",24,61.13592233009709,38.17596626143504,0,135.95944127752597,"103",NA,24
"Rwanda","iChao",NA,87.252,NA,66.468,135.96,"214",16.527,18
"Dominican Republic","iChao",NA,98.563,NA,82.694,135.967,"1194",12.658,6
"New Caledonia","iChao",NA,104.944,NA,93.979,136.021,"984",9.681,15
"Malta","iChao",NA,123.99,NA,115.869,136.021,"569",5.062,13
"New Caledonia","iNEXT",88,111.02471284371737,12.772475730922803,85.99112041769678,136.05830526973796,"676",NA,15
"Dominica","iChao",NA,62.923,NA,42.194,136.097,"325",20.717,6
"Brunei Darussalam","iChao",NA,97.172,NA,75.643,136.098,"147",14.895,4
"Malta","iChao",NA,122.829,NA,114.302,136.109,"549",5.455,13
"CAR","iNEXT",89,114.96773591943304,10.789967895715533,93.81978744948717,136.1156843893789,"383",NA,4
"Burkina Faso","iChao",NA,93.406,NA,77.874,136.118,"37153",13.485,4
"Dominica","iChao",NA,62.928,NA,42.195,136.119,"348",20.721,6
"Cambodia","iChao",NA,101.749,NA,85.238,136.153,"435",12.321,4
"Jamaica","iNEXT",53,83.21131713554988,27.014361077175018,30.264142358926186,136.15849191217356,"782",NA,11
"Bangladesh","iChao",NA,62.574,NA,38.591,136.18,"150",22.138,2
"Puerto Rico","iNEXT",71,104.31621297722992,16.276271500761432,72.41530703314183,136.21711892131802,"1947",NA,17
"Rwanda","iChao",NA,97.965,NA,76.88,136.229,"193",14.616,18
"Rwanda","iNEXT",51,82.3485576923077,27.49453011522782,28.46026889460927,136.23684649000612,"208",NA,18
"Haiti","iNEXT",50,90.21400394477317,23.49563356407848,44.16340836522888,136.26459952431745,"338",NA,9
"Sierra Leone","iChao",NA,123.032,NA,113.344,136.283,"173",5.794,19
"Uruguay","iNEXT",87,111.27293986636971,12.80040870123587,86.18459982455428,136.36127990818514,"898",NA,23
"Dominican Republic","iChao",NA,96.605,NA,81.029,136.37,"1108",12.979,6
"Burkina Faso","iNEXT",69,85.07099406757405,26.173943250908106,33.771007962398954,136.37098017274914,"36988",NA,4
"Greenland","iChao",NA,101.05,NA,82.279,136.379,"270",13.266,9
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Mali","iChao",NA,95.152,NA,76.471,136.389,"83",14.38,13
"Brunei Darussalam","iNEXT",49,87.79676870748298,24.799957110660827,39.18974595244976,136.4037914625162,"147",NA,4
"Dominican Republic","iChao",NA,96.605,NA,81.02,136.43,"1122",12.993,6
"CAR","iNEXT",89,115.21505037783376,10.840373799485352,93.96830815189085,136.46179260377667,"397",NA,4
"Mali","iNEXT",61,102.50617283950618,17.32770899619883,68.54448727236579,136.46785840664657,"81",NA,13
"Burkina Faso","iNEXT",69,86.99952795552292,25.25984625210716,37.49113904637384,136.507916864672,"38132",NA,4
"Malta","iChao",NA,122.698,NA,113.969,136.52,"518",5.633,13
"Vanuatu","iNEXT",18,76.86486486486487,30.436872890090516,17.209690198263935,136.5200395314658,"37",NA,23
"Malta","iNEXT",99,114.81947577195302,11.071969158554726,93.11881498324752,136.52013656065853,"559",NA,13
"Puerto Rico","iChao",NA,93.213,NA,78.53,136.527,"2460",13.256,17
"Puerto Rico","iChao",NA,93.214,NA,78.53,136.528,"2592",13.256,17
"Gambia","iNEXT",53,95.05164319248826,21.18182397099043,53.53603108247985,136.56725530249668,"213",NA,8
"Uruguay","iChao",NA,109.801,NA,97.482,136.594,"987",9.407,23
"Mali","iNEXT",61,95.15169769989046,21.156030207927586,53.686640436510984,136.61675496326995,"83",NA,13
"Malta","iChao",NA,123.743,NA,115.264,136.641,"531",5.358,13
"Dominica","iChao",NA,71.628,NA,47.783,136.729,"248",20.62,6
"Ireland","iChao",NA,117.125,NA,111.898,136.752,"36030",5.413,10
"Yemen","iChao",NA,118.596,NA,107.642,136.758,"326",7.24,24
"UAE","iNEXT",106,118.02584991708126,9.5597400967209,99.28910362594485,136.76259620821767,"1608",NA,23
"Gambia","iChao",NA,86.078,NA,66.06,136.779,"359",16.608,8
"Sint Maarten","iChao",NA,32.089,NA,15.944,136.793,"63",23.253,19
"Somalia","iNEXT",75,111.0679970436068,13.128823709452426,85.33597541370449,136.8000186735091,"123",NA,20
"Bhutan","iChao",NA,99.355,NA,80.159,136.833,"403",13.834,3
"Ireland","iNEXT",110,118.16644096214613,9.53172399588686,99.48460521963166,136.84827670466058,"36183",NA,10
"Dominica","iChao",NA,62.097,NA,41.675,136.859,"277",20.841,6
"Brunei Darussalam","iChao",NA,80.766,NA,60.485,136.866,"137",17.666,4
"Saint Lucia","iChao",NA,71.445,NA,46.837,136.867,"84",20.969,18
"Malta","iNEXT",99,118.14926660914581,9.553783626011006,99.42419478607576,136.87433843221586,"549",NA,13
"New Caledonia","iNEXT",88,109.98075240594926,13.741646416523695,83.04762034127894,136.9138844706196,"1143",NA,15
"Gambia","iChao",NA,92.274,NA,71.369,136.969,"239",15.817,8
"Samoa","iChao",NA,50.91,NA,27.631,136.972,"36",23.891,19
"eSwatini","iChao",NA,58.273,NA,34.395,137.002,"105",22.953,24
"CAR","iNEXT",89,111.43202416918429,13.049680201045629,85.85512096536945,137.00892737299912,"331",NA,4
"Sierra Leone","iChao",NA,122.872,NA,112.728,137.015,"178",6.127,19
"Gambia","iChao",NA,90.737,NA,69.95,137.019,"309",16.076,8
"eSwatini","iChao",NA,58.29,NA,34.399,137.068,"112",22.966,24
"Brunei Darussalam","iNEXT",49,79.08194444444445,29.59772578869976,21.07146787430056,137.09242101458833,"180",NA,4
"Solomon Islands","iNEXT",46,86.230179028133,25.95825224425018,35.35293952779663,137.10741852846937,"391",NA,20
"Brunei Darussalam","iChao",NA,95.57,NA,73.61,137.126,"175",15.565,4
"Mali","iNEXT",61,102.50617283950618,17.663675125573278,67.88600575876654,137.1263399202458,"81",NA,13
"Bhutan","iChao",NA,95.119,NA,75.988,137.146,"398",14.689,3
"Puerto Rico","iChao",NA,103.407,NA,86.87,137.177,"1833",12.208,17
"Greenland","iChao",NA,105.855,NA,87.409,137.185,"183",12.348,9
"Dominican Republic","iChao",NA,95.841,NA,80.323,137.186,"1189",13.239,6
"Samoa","iNEXT",19,59.84166666666667,39.46682270724439,0,137.19521775709325,"30",NA,19
